order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-08-03,2023,3,8,August,Latin America,Country_6,Clothing,Pants,Home Office,5,400.32,2001.58,1028.93,972.65,0.4859
2024-05-04,2024,2,5,May,North America,Country_6,Clothing,Shirts,Consumer,6,254.26,1525.57,1084.07,441.5,0.2894
2022-08-19,2022,3,8,August,Europe,Country_3,Furniture,Chairs,Consumer,5,253.64,1268.21,869.17,399.04,0.3146
2023-06-21,2023,2,6,June,Latin America,Country_3,Electronics,Tablets,Home Office,3,50.87,152.61,96.36,56.25,0.3686
2024-12-14,2024,4,12,December,North America,Country_3,Clothing,Shoes,Home Office,6,470.48,2822.86,1847.5,975.36,0.3455
2023-09-01,2023,3,9,September,North America,Country_3,Furniture,Beds,Home Office,6,59.91,359.47,235.59,123.88,0.3446
2024-02-14,2024,1,2,February,Asia Pacific,Country_2,Furniture,Chairs,Consumer,8,88.52,708.18,533.56,174.62,0.2466
2024-11-19,2024,4,11,November,North America,Country_9,Furniture,Beds,Home Office,2,88.18,176.35,120.96,55.39,0.3141
2022-06-25,2022,2,6,June,North America,Country_8,Electronics,Laptops,Corporate,7,175.23,1226.64,868.21,358.43,0.2922
2022-08-31,2022,3,8,August,Europe,Country_6,Furniture,Chairs,Home Office,3,163.86,491.57,342.67,148.9,0.3029
2023-06-22,2023,2,6,June,Europe,Country_2,Clothing,Pants,Corporate,8,449.18,3593.42,2327.44,1265.98,0.3523
2022-05-14,2022,2,5,May,Europe,Country_8,Furniture,Beds,Consumer,9,253.9,2285.09,1159.1,1125.99,0.4928
2023-11-23,2023,4,11,November,Asia Pacific,Country_5,Furniture,Chairs,Home Office,9,310.83,2797.45,2057.3,740.15,0.2646
2022-01-25,2022,1,1,January,Asia Pacific,Country_7,Furniture,Tables,Corporate,4,123.03,492.1,387.46,104.65,0.2127
2023-03-20,2023,1,3,March,North America,Country_5,Furniture,Chairs,Consumer,7,365.22,2556.57,1562.23,994.34,0.3889
2024-03-09,2024,1,3,March,Asia Pacific,Country_5,Electronics,Smartphones,Home Office,7,274.38,1920.65,1439.2,481.45,0.2507
2024-08-11,2024,3,8,August,Latin America,Country_4,Clothing,Shirts,Corporate,4,461.03,1844.11,1421.1,423.01,0.2294
2023-09-02,2023,3,9,September,Latin America,Country_5,Office Supplies,Binders,Corporate,8,282.42,2259.34,1461.81,797.53,0.353
2024-04-06,2024,2,4,April,North America,Country_1,Clothing,Pants,Corporate,1,232.92,232.92,126.97,105.95,0.4549
2022-05-17,2022,2,5,May,Europe,Country_4,Clothing,Pants,Corporate,1,120.3,120.3,80.19,40.11,0.3334
2023-03-14,2023,1,3,March,Europe,Country_1,Furniture,Chairs,Corporate,7,397.97,2785.76,2030.65,755.11,0.2711
2023-11-07,2023,4,11,November,Europe,Country_9,Electronics,Smartphones,Home Office,9,290.06,2610.51,2056.44,554.06,0.2122
2024-04-28,2024,2,4,April,Asia Pacific,Country_4,Office Supplies,Pens,Corporate,3,397.61,1192.82,622.16,570.66,0.4784
2022-02-10,2022,1,2,February,North America,Country_3,Furniture,Chairs,Corporate,8,484.25,3874.01,2560.51,1313.5,0.3391
2023-10-07,2023,4,10,October,North America,Country_4,Office Supplies,Pens,Corporate,9,346.61,3119.5,1630.39,1489.11,0.4774
2022-12-22,2022,4,12,December,Latin America,Country_4,Clothing,Shoes,Consumer,6,203.57,1221.42,743.19,478.22,0.3915
2022-10-30,2022,4,10,October,Asia Pacific,Country_1,Office Supplies,Binders,Consumer,1,33.34,33.34,25.66,7.68,0.2303
2022-04-09,2022,2,4,April,Asia Pacific,Country_1,Furniture,Beds,Home Office,6,62.39,374.36,199.14,175.22,0.468
2022-06-10,2022,2,6,June,North America,Country_7,Furniture,Beds,Home Office,8,495.31,3962.49,2711.94,1250.55,0.3156
2022-10-22,2022,4,10,October,Latin America,Country_3,Office Supplies,Pens,Corporate,6,415.06,2490.38,1966.63,523.75,0.2103
2023-08-24,2023,3,8,August,Asia Pacific,Country_3,Office Supplies,Paper,Corporate,4,430.75,1722.99,1373.59,349.39,0.2028
2024-12-17,2024,4,12,December,Europe,Country_1,Office Supplies,Pens,Home Office,3,385.97,1157.9,782.04,375.85,0.3246
2022-07-08,2022,3,7,July,Asia Pacific,Country_1,Electronics,Tablets,Corporate,8,367.14,2937.09,1529.54,1407.55,0.4792
2024-07-09,2024,3,7,July,Asia Pacific,Country_4,Office Supplies,Paper,Corporate,7,229.43,1606.03,958.3,647.73,0.4033
2023-11-21,2023,4,11,November,North America,Country_3,Office Supplies,Paper,Corporate,7,371.86,2603.03,1651.34,951.69,0.3656
2024-09-15,2024,3,9,September,Europe,Country_9,Clothing,Shirts,Consumer,2,453.25,906.51,707.59,198.91,0.2194
2023-07-07,2023,3,7,July,Europe,Country_3,Furniture,Chairs,Consumer,6,113.14,678.82,542.94,135.89,0.2002
2023-08-14,2023,3,8,August,North America,Country_7,Office Supplies,Pens,Corporate,8,20.16,161.24,96.6,64.64,0.4009
2024-10-23,2024,4,10,October,Europe,Country_8,Clothing,Shirts,Home Office,4,388.55,1554.18,1219.89,334.29,0.2151
2022-05-06,2022,2,5,May,Europe,Country_9,Clothing,Shirts,Home Office,8,285.75,2285.97,1723.17,562.81,0.2462
2024-02-06,2024,1,2,February,Asia Pacific,Country_1,Furniture,Tables,Corporate,2,351.45,702.89,402.54,300.35,0.4273
2022-05-01,2022,2,5,May,North America,Country_1,Clothing,Shoes,Consumer,5,281.02,1405.09,1016.72,388.37,0.2764
2022-11-24,2022,4,11,November,Latin America,Country_9,Furniture,Beds,Home Office,7,168.88,1182.14,636.14,546.0,0.4619
2024-03-11,2024,1,3,March,Latin America,Country_2,Office Supplies,Pens,Corporate,6,51.42,308.51,163.59,144.92,0.4697
2024-09-08,2024,3,9,September,Europe,Country_3,Furniture,Chairs,Consumer,7,302.47,2117.3,1451.82,665.48,0.3143
2024-08-23,2024,3,8,August,North America,Country_3,Electronics,Smartphones,Home Office,4,99.08,396.32,224.54,171.78,0.4334
2023-01-06,2023,1,1,January,Asia Pacific,Country_9,Clothing,Shirts,Home Office,2,351.59,703.18,375.07,328.12,0.4666
2024-03-13,2024,1,3,March,North America,Country_1,Furniture,Chairs,Consumer,6,213.7,1282.17,690.81,591.37,0.4612
2023-02-26,2023,1,2,February,North America,Country_9,Furniture,Chairs,Home Office,7,300.3,2102.13,1178.4,923.73,0.4394
2022-03-06,2022,1,3,March,Asia Pacific,Country_7,Office Supplies,Paper,Home Office,8,464.7,3717.64,1949.85,1767.78,0.4755
2022-08-28,2022,3,8,August,Asia Pacific,Country_1,Clothing,Shirts,Consumer,6,62.34,374.07,297.62,76.45,0.2044
2022-11-30,2022,4,11,November,Latin America,Country_1,Furniture,Chairs,Corporate,2,310.44,620.88,386.03,234.85,0.3783
2023-12-16,2023,4,12,December,Asia Pacific,Country_2,Furniture,Chairs,Corporate,6,14.24,85.44,59.42,26.01,0.3045
2023-06-25,2023,2,6,June,North America,Country_7,Furniture,Chairs,Corporate,8,468.91,3751.25,2522.43,1228.82,0.3276
2024-09-14,2024,3,9,September,North America,Country_7,Clothing,Shirts,Corporate,6,247.39,1484.37,1110.39,373.98,0.2519
2022-07-05,2022,3,7,July,North America,Country_8,Clothing,Shirts,Corporate,8,344.65,2757.18,2128.31,628.87,0.2281
2024-09-07,2024,3,9,September,Europe,Country_5,Clothing,Shirts,Corporate,5,134.06,670.28,409.52,260.75,0.389
2022-12-17,2022,4,12,December,Latin America,Country_3,Furniture,Chairs,Home Office,4,437.83,1751.3,1011.1,740.2,0.4227
2022-07-20,2022,3,7,July,Latin America,Country_5,Furniture,Beds,Home Office,8,316.82,2534.53,1479.19,1055.34,0.4164
2022-05-13,2022,2,5,May,Europe,Country_3,Furniture,Beds,Home Office,9,218.06,1962.57,1058.93,903.64,0.4604
2022-04-19,2022,2,4,April,Asia Pacific,Country_4,Clothing,Shirts,Consumer,3,36.16,108.47,79.84,28.63,0.2639
2022-02-18,2022,1,2,February,Latin America,Country_9,Office Supplies,Pens,Consumer,1,232.56,232.56,173.51,59.05,0.2539
2024-07-17,2024,3,7,July,North America,Country_5,Furniture,Tables,Consumer,9,485.39,4368.54,2330.99,2037.55,0.4664
2024-05-10,2024,2,5,May,Asia Pacific,Country_4,Furniture,Tables,Consumer,8,234.57,1876.59,1313.97,562.61,0.2998
2024-11-23,2024,4,11,November,Asia Pacific,Country_1,Office Supplies,Binders,Consumer,5,80.66,403.29,303.99,99.3,0.2462
2023-04-09,2023,2,4,April,North America,Country_5,Furniture,Beds,Corporate,6,436.93,2621.59,2035.34,586.24,0.2236
2023-04-23,2023,2,4,April,North America,Country_9,Furniture,Chairs,Home Office,9,397.77,3579.96,2118.68,1461.28,0.4082
2023-03-09,2023,1,3,March,North America,Country_3,Electronics,Tablets,Consumer,1,99.51,99.51,62.37,37.14,0.3732
2022-03-23,2022,1,3,March,Europe,Country_5,Electronics,Smartphones,Home Office,4,359.42,1437.68,1013.24,424.44,0.2952
2023-03-24,2023,1,3,March,Asia Pacific,Country_6,Electronics,Laptops,Home Office,8,69.46,555.72,428.03,127.68,0.2298
2023-11-22,2023,4,11,November,Asia Pacific,Country_6,Electronics,Laptops,Corporate,3,216.21,648.63,478.71,169.93,0.262
2023-03-29,2023,1,3,March,Latin America,Country_6,Office Supplies,Pens,Corporate,7,365.9,2561.31,1611.91,949.4,0.3707
2023-03-31,2023,1,3,March,Europe,Country_8,Clothing,Shirts,Corporate,3,383.64,1150.91,638.94,511.96,0.4448
2022-02-10,2022,1,2,February,Europe,Country_1,Clothing,Shoes,Corporate,8,13.67,109.4,77.57,31.82,0.2909
2023-11-01,2023,4,11,November,Asia Pacific,Country_8,Clothing,Shirts,Consumer,5,138.74,693.72,363.8,329.92,0.4756
2024-11-12,2024,4,11,November,Europe,Country_7,Furniture,Tables,Consumer,7,230.28,1611.96,1153.86,458.11,0.2842
2024-12-16,2024,4,12,December,Asia Pacific,Country_4,Electronics,Tablets,Consumer,9,100.59,905.35,466.26,439.09,0.485
2024-06-20,2024,2,6,June,North America,Country_1,Furniture,Tables,Consumer,5,254.95,1274.74,835.12,439.62,0.3449
2022-11-15,2022,4,11,November,North America,Country_5,Electronics,Tablets,Consumer,7,338.7,2370.92,1233.69,1137.23,0.4797
2024-03-11,2024,1,3,March,Europe,Country_2,Electronics,Smartphones,Home Office,6,470.3,2821.78,1798.54,1023.24,0.3626
2024-11-16,2024,4,11,November,North America,Country_6,Electronics,Smartphones,Consumer,5,361.95,1809.74,1025.77,783.97,0.4332
2022-06-26,2022,2,6,June,Latin America,Country_9,Electronics,Smartphones,Corporate,8,348.55,2788.39,1439.24,1349.15,0.4838
2023-03-30,2023,1,3,March,Asia Pacific,Country_9,Office Supplies,Pens,Home Office,5,492.19,2460.95,1931.24,529.71,0.2152
2022-01-18,2022,1,1,January,Latin America,Country_5,Electronics,Smartphones,Consumer,8,356.69,2853.49,2136.65,716.83,0.2512
2023-07-15,2023,3,7,July,North America,Country_5,Electronics,Laptops,Home Office,8,74.76,598.05,464.0,134.05,0.2241
2024-05-02,2024,2,5,May,Europe,Country_8,Office Supplies,Binders,Corporate,9,267.58,2408.24,1687.43,720.81,0.2993
2024-07-05,2024,3,7,July,Europe,Country_8,Furniture,Beds,Corporate,2,365.78,731.56,390.76,340.8,0.4659
2024-10-16,2024,4,10,October,Europe,Country_2,Furniture,Beds,Consumer,5,286.89,1434.45,1011.08,423.37,0.2951
2024-03-18,2024,1,3,March,Asia Pacific,Country_2,Electronics,Tablets,Corporate,2,455.59,911.19,495.2,415.99,0.4565
2024-02-25,2024,1,2,February,Latin America,Country_4,Electronics,Laptops,Corporate,7,181.15,1268.04,715.53,552.51,0.4357
2024-11-24,2024,4,11,November,Europe,Country_5,Electronics,Tablets,Home Office,5,365.8,1828.99,1362.3,466.69,0.2552
2023-09-07,2023,3,9,September,Europe,Country_3,Office Supplies,Binders,Home Office,2,343.14,686.29,453.85,232.44,0.3387
2022-12-23,2022,4,12,December,North America,Country_3,Furniture,Tables,Corporate,1,428.9,428.9,263.67,165.23,0.3852
2022-05-13,2022,2,5,May,Europe,Country_1,Furniture,Chairs,Corporate,3,107.71,323.14,216.11,107.03,0.3312
2024-08-22,2024,3,8,August,Latin America,Country_2,Clothing,Shoes,Corporate,3,388.63,1165.88,897.19,268.69,0.2305
2024-04-10,2024,2,4,April,Asia Pacific,Country_1,Office Supplies,Pens,Corporate,6,209.08,1254.49,997.36,257.13,0.205
2023-08-28,2023,3,8,August,Europe,Country_4,Office Supplies,Pens,Home Office,2,178.12,356.23,236.2,120.04,0.337
2024-08-10,2024,3,8,August,Europe,Country_1,Furniture,Tables,Home Office,8,370.22,2961.75,1696.11,1265.63,0.4273
2022-09-12,2022,3,9,September,Asia Pacific,Country_8,Electronics,Laptops,Home Office,9,125.12,1126.05,887.16,238.89,0.2121
2024-12-18,2024,4,12,December,Europe,Country_1,Furniture,Beds,Corporate,1,394.55,394.55,304.12,90.42,0.2292
2023-11-08,2023,4,11,November,Asia Pacific,Country_6,Office Supplies,Binders,Consumer,4,121.94,487.75,351.3,136.45,0.2797
2022-05-23,2022,2,5,May,North America,Country_2,Electronics,Tablets,Home Office,7,238.52,1669.65,1143.2,526.45,0.3153
2024-08-25,2024,3,8,August,Latin America,Country_3,Electronics,Smartphones,Corporate,2,306.44,612.89,359.1,253.79,0.4141
2023-03-12,2023,1,3,March,Asia Pacific,Country_1,Office Supplies,Pens,Consumer,6,32.58,195.47,113.1,82.37,0.4214
2024-08-20,2024,3,8,August,Asia Pacific,Country_9,Office Supplies,Paper,Consumer,2,248.76,497.52,371.72,125.79,0.2528
2022-09-30,2022,3,9,September,Latin America,Country_9,Furniture,Beds,Corporate,2,209.75,419.5,247.36,172.15,0.4104
2024-10-21,2024,4,10,October,Europe,Country_6,Furniture,Chairs,Home Office,8,37.72,301.72,199.38,102.34,0.3392
2022-07-24,2022,3,7,July,Asia Pacific,Country_2,Clothing,Pants,Consumer,1,459.52,459.52,360.56,98.97,0.2154
2023-07-09,2023,3,7,July,Europe,Country_1,Electronics,Laptops,Home Office,1,348.79,348.79,176.03,172.76,0.4953
2022-05-27,2022,2,5,May,Latin America,Country_6,Furniture,Tables,Home Office,4,470.9,1883.62,1204.77,678.84,0.3604
2024-06-11,2024,2,6,June,Latin America,Country_3,Electronics,Tablets,Home Office,8,85.69,685.56,510.5,175.05,0.2553
2024-07-15,2024,3,7,July,Asia Pacific,Country_8,Electronics,Laptops,Corporate,8,291.3,2330.42,1759.48,570.94,0.245
2023-09-28,2023,3,9,September,North America,Country_2,Office Supplies,Paper,Home Office,3,122.97,368.91,236.22,132.69,0.3597
2023-07-18,2023,3,7,July,Latin America,Country_8,Office Supplies,Binders,Home Office,7,496.55,3475.82,2216.26,1259.56,0.3624
2024-02-25,2024,1,2,February,North America,Country_4,Office Supplies,Paper,Consumer,9,368.4,3315.62,1851.26,1464.36,0.4417
2022-02-23,2022,1,2,February,Latin America,Country_7,Clothing,Shirts,Home Office,2,75.05,150.1,84.15,65.95,0.4394
2024-03-11,2024,1,3,March,Asia Pacific,Country_7,Office Supplies,Pens,Corporate,4,171.07,684.3,384.9,299.4,0.4375
2024-04-17,2024,2,4,April,Asia Pacific,Country_4,Office Supplies,Binders,Corporate,8,189.98,1519.84,1073.49,446.35,0.2937
2022-01-25,2022,1,1,January,North America,Country_9,Electronics,Laptops,Home Office,7,325.75,2280.23,1760.65,519.58,0.2279
2023-05-15,2023,2,5,May,North America,Country_3,Furniture,Chairs,Home Office,7,177.16,1240.1,684.23,555.87,0.4482
2024-09-18,2024,3,9,September,North America,Country_8,Furniture,Beds,Home Office,4,410.03,1640.12,1228.77,411.35,0.2508
2023-11-11,2023,4,11,November,Europe,Country_8,Furniture,Chairs,Corporate,2,116.41,232.82,145.32,87.49,0.3758
2022-07-23,2022,3,7,July,Asia Pacific,Country_2,Clothing,Pants,Corporate,5,26.95,134.77,86.59,48.18,0.3575
2024-11-03,2024,4,11,November,North America,Country_6,Furniture,Beds,Home Office,6,405.57,2433.44,1425.57,1007.87,0.4142
2023-04-08,2023,2,4,April,Asia Pacific,Country_1,Office Supplies,Pens,Consumer,4,262.06,1048.26,807.88,240.38,0.2293
2023-04-10,2023,2,4,April,Europe,Country_3,Clothing,Shoes,Consumer,5,49.79,248.96,194.64,54.32,0.2182
2023-05-27,2023,2,5,May,Europe,Country_4,Clothing,Pants,Corporate,8,261.09,2088.73,1579.06,509.67,0.244
2024-01-30,2024,1,1,January,Asia Pacific,Country_4,Furniture,Beds,Home Office,8,215.05,1720.42,1305.57,414.85,0.2411
2022-01-09,2022,1,1,January,Asia Pacific,Country_9,Clothing,Pants,Corporate,3,301.78,905.33,662.21,243.13,0.2685
2022-08-28,2022,3,8,August,North America,Country_1,Office Supplies,Binders,Home Office,1,217.85,217.85,164.99,52.86,0.2427
2022-01-26,2022,1,1,January,Asia Pacific,Country_8,Clothing,Shirts,Consumer,2,470.45,940.89,727.4,213.5,0.2269
2022-06-01,2022,2,6,June,Asia Pacific,Country_7,Furniture,Beds,Consumer,3,155.04,465.12,265.89,199.23,0.4283
2024-05-14,2024,2,5,May,Europe,Country_8,Furniture,Tables,Home Office,2,155.2,310.39,206.51,103.88,0.3347
2022-09-15,2022,3,9,September,Asia Pacific,Country_8,Electronics,Laptops,Home Office,3,256.04,768.13,413.7,354.43,0.4614
2022-08-27,2022,3,8,August,Asia Pacific,Country_3,Office Supplies,Pens,Corporate,2,342.1,684.21,436.73,247.48,0.3617
2024-10-13,2024,4,10,October,Asia Pacific,Country_3,Office Supplies,Pens,Corporate,6,318.9,1913.4,1019.29,894.12,0.4673
2024-04-07,2024,2,4,April,Europe,Country_6,Electronics,Smartphones,Corporate,2,429.21,858.43,436.85,421.58,0.4911
2024-02-06,2024,1,2,February,North America,Country_2,Furniture,Beds,Home Office,7,496.48,3475.39,2045.81,1429.59,0.4113
2022-10-22,2022,4,10,October,Asia Pacific,Country_4,Furniture,Beds,Corporate,7,123.93,867.51,604.32,263.19,0.3034
2022-04-18,2022,2,4,April,Europe,Country_8,Furniture,Chairs,Consumer,1,207.23,207.23,160.59,46.64,0.2251
2024-01-14,2024,1,1,January,Europe,Country_3,Office Supplies,Paper,Consumer,2,358.13,716.27,433.28,282.99,0.3951
2022-07-29,2022,3,7,July,Latin America,Country_5,Office Supplies,Paper,Consumer,6,290.13,1740.8,1335.0,405.79,0.2331
2024-06-21,2024,2,6,June,Latin America,Country_9,Office Supplies,Binders,Corporate,9,128.07,1152.61,738.67,413.93,0.3591
2022-03-21,2022,1,3,March,Latin America,Country_3,Furniture,Chairs,Consumer,3,179.94,539.81,353.75,186.06,0.3447
2023-10-22,2023,4,10,October,Europe,Country_3,Office Supplies,Binders,Home Office,7,227.06,1589.43,1045.91,543.51,0.342
2022-09-30,2022,3,9,September,North America,Country_7,Clothing,Shoes,Home Office,7,407.39,2851.72,1628.3,1223.42,0.429
2023-03-10,2023,1,3,March,Europe,Country_3,Clothing,Pants,Home Office,9,100.63,905.67,704.83,200.84,0.2218
2024-02-20,2024,1,2,February,Asia Pacific,Country_5,Clothing,Shirts,Consumer,3,355.88,1067.64,779.95,287.69,0.2695
2024-06-15,2024,2,6,June,Latin America,Country_7,Furniture,Tables,Home Office,7,338.31,2368.2,1856.97,511.23,0.2159
2024-11-11,2024,4,11,November,Latin America,Country_9,Clothing,Shirts,Home Office,4,335.32,1341.29,784.25,557.04,0.4153
2024-09-30,2024,3,9,September,North America,Country_2,Office Supplies,Binders,Consumer,1,378.51,378.51,221.71,156.8,0.4142
2024-08-09,2024,3,8,August,Asia Pacific,Country_5,Clothing,Shirts,Consumer,4,460.82,1843.29,1131.75,711.53,0.386
2022-06-20,2022,2,6,June,Asia Pacific,Country_2,Clothing,Shirts,Corporate,8,31.77,254.16,190.53,63.63,0.2503
2024-02-11,2024,1,2,February,Asia Pacific,Country_4,Electronics,Tablets,Consumer,9,42.86,385.72,234.7,151.02,0.3915
2024-07-05,2024,3,7,July,Latin America,Country_8,Clothing,Shirts,Home Office,3,428.93,1286.79,762.75,524.04,0.4072
2023-01-22,2023,1,1,January,Asia Pacific,Country_1,Office Supplies,Pens,Corporate,1,477.22,477.22,324.96,152.26,0.3191
2023-04-09,2023,2,4,April,Asia Pacific,Country_2,Office Supplies,Binders,Home Office,5,69.79,348.93,251.63,97.3,0.2788
2023-05-29,2023,2,5,May,Europe,Country_4,Office Supplies,Paper,Corporate,1,412.24,412.24,216.76,195.48,0.4742
2023-01-25,2023,1,1,January,North America,Country_7,Clothing,Pants,Consumer,7,197.94,1385.58,781.12,604.46,0.4362
2022-01-17,2022,1,1,January,North America,Country_4,Furniture,Tables,Corporate,2,492.1,984.2,539.1,445.1,0.4522
2023-11-20,2023,4,11,November,Asia Pacific,Country_1,Electronics,Smartphones,Home Office,7,210.74,1475.15,1018.88,456.27,0.3093
2022-07-25,2022,3,7,July,Asia Pacific,Country_3,Furniture,Beds,Consumer,5,337.08,1685.38,1244.74,440.64,0.2614
2023-12-10,2023,4,12,December,Asia Pacific,Country_3,Electronics,Laptops,Corporate,5,449.59,2247.94,1356.95,890.99,0.3964
2022-07-24,2022,3,7,July,North America,Country_6,Clothing,Pants,Consumer,9,263.91,2375.18,1499.69,875.49,0.3686
2023-11-17,2023,4,11,November,Asia Pacific,Country_9,Clothing,Shoes,Home Office,8,115.12,920.97,728.11,192.86,0.2094
2022-07-11,2022,3,7,July,Europe,Country_9,Clothing,Shirts,Consumer,3,111.94,335.81,258.44,77.37,0.2304
2023-07-08,2023,3,7,July,North America,Country_2,Clothing,Shirts,Consumer,2,23.27,46.54,25.09,21.44,0.4608
2023-01-03,2023,1,1,January,North America,Country_8,Furniture,Beds,Home Office,9,167.79,1510.09,1046.93,463.16,0.3067
2022-08-05,2022,3,8,August,Asia Pacific,Country_3,Furniture,Tables,Corporate,3,359.29,1077.86,544.12,533.74,0.4952
2022-06-28,2022,2,6,June,Latin America,Country_9,Clothing,Shoes,Corporate,9,228.28,2054.53,1629.24,425.3,0.207
2022-03-31,2022,1,3,March,North America,Country_5,Clothing,Shirts,Home Office,4,292.13,1168.52,755.71,412.81,0.3533
2022-11-24,2022,4,11,November,Asia Pacific,Country_7,Clothing,Shirts,Corporate,3,73.53,220.58,125.6,94.98,0.4306
2022-11-14,2022,4,11,November,Latin America,Country_9,Office Supplies,Paper,Home Office,3,78.39,235.16,188.06,47.1,0.2003
2024-04-14,2024,2,4,April,Europe,Country_3,Furniture,Tables,Consumer,9,161.62,1454.58,824.66,629.93,0.4331
2023-01-05,2023,1,1,January,Asia Pacific,Country_7,Furniture,Beds,Consumer,1,441.6,441.6,284.29,157.31,0.3562
2023-05-27,2023,2,5,May,North America,Country_5,Office Supplies,Pens,Home Office,8,382.04,3056.33,2121.42,934.91,0.3059
